Cases that JIGSAW cannot find in PWN
# A Seadoo is being ridden by a woman . 
2	Seadoo	Seadoo	_	NNP	Number=Sing	5	nsubjpass	5:nsubjpass	U
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
5	looking	look	_	VBG	_	0	root	_	U
12	is	be	_	VBZ	Person=3|Tense=Pres	13	aux	13:aux	U

# Two young boys are wearing hats and sticking their colored tongues out . 
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
6	hats	hat	_	NNS	Number=Plur	5	dobj	5:dobj	U
10	colored	color	_	VBN	Tense=Past	11	amod	11:amod	U
11	tongues	tongue	_	NNS	Number=Plur	8	dobj	8:dobj	U

# Two young children are eating corndogs . 
3	children	child	_	NNS	Number=Plur	5	nsubj	5:nsubj	U
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
5	eating	eat	_	VBG	_	0	root	_	U

# Two young girl are looking up at the camera and one is sticking out his tongue . 
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
5	looking	look	_	VBG	_	0	root	_	U
12	is	be	_	VBZ	Person=3|Tense=Pres	13	aux	13:aux	U

# Two young girls are sitting on the ground . 
3	girls	girl	_	NNS	Number=Plur	5	nsubj	5:nsubj	U
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U

# Two young girls are wearing hats and sticking their colored tongues out . 
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
6	hats	hat	_	NNS	Number=Plur	5	dobj	5:dobj	U
10	colored	color	_	VBN	Tense=Past	11	amod	11:amod	U
11	tongues	tongue	_	NNS	Number=Plur	8	dobj	8:dobj	U

# Two young kids are eating corndogs . 
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
5	eating	eat	_	VBG	_	0	root	_	U

# Two young kids are fasting . 
3	kids	kid	_	NNS	Number=Plur	5	nsubj	5:nsubj	U
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U

# Two young kids are playing with a man eating corndogs . 
3	kids	kid	_	NNS	Number=Plur	5	nsubj	5:nsubj	U
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U

# Two young kids are wearing hats and sticking their colored tongues out . 
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
6	hats	hat	_	NNS	Number=Plur	5	dobj	5:dobj	U
10	colored	color	_	VBN	Tense=Past	11	amod	11:amod	U
11	tongues	tongue	_	NNS	Number=Plur	8	dobj	8:dobj	U

# Two young men are cheerfully playing outside near a golden statue . 
5	cheerfully	cheerfully	_	RB	_	6	advmod	6:advmod	U
6	playing	play	_	VBG	_	0	root	_	U
10	golden	golden	_	JJ	_	11	amod	11:amod	U

# Two young men are playing outside near a golden statue . 
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
5	playing	play	_	VBG	_	0	root	_	U
9	golden	golden	_	JJ	_	10	amod	10:amod	U

# Two young men are sitting outside near a golden statue . 
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
5	sitting	sit	_	VBG	_	0	root	_	U
9	golden	golden	_	JJ	_	10	amod	10:amod	U

# Two young women are not sparring in a kickboxing fight . 
4	are	be	_	VBP	Tense=Pres	6	aux	6:aux	U
6	sparring	spar	_	VBG	_	0	root	_	U

# Two young women are sparring in a kickboxing fight . 
3	women	woman	_	NNS	Number=Plur	5	nsubj	5:nsubj	U
4	are	be	_	VBP	Tense=Pres	5	aux	5:aux	U
5	sparring	spar	_	VBG	_	0	root	_	U

# Two young women with folded arms are looking at the screen . 
2	young	young	_	JJ	_	3	amod	3:amod	U
6	arms	arm	_	NNS	Number=Plur	3	nmod	3:nmod:with	U
7	are	be	_	VBP	Tense=Pres	8	aux	8:aux	U

# Two young women with folded arms are looking away from the screen . 
2	young	young	_	JJ	_	3	amod	3:amod	U
7	are	be	_	VBP	Tense=Pres	8	aux	8:aux	U
8	looking	look	_	VBG	_	0	root	_	U

# Various customers are eating in a crowded restaurant with purple lights . 
2	customers	customer	_	NNS	Number=Plur	4	nsubj	4:nsubj	U
3	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U

# Various people are eating at red tables in a crowded restaurant with purple lights . 
2	people	people	_	NNS	Number=Plur	4	nsubj	4:nsubj	U
6	red	red	_	JJ	_	7	amod	7:amod	U

# Vegetables are being mixed in a pot by a man . 
2	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U
3	being	be	_	VBG	_	4	auxpass	4:auxpass	U

# Vegetables are being put into a pot by a man . 
2	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U
3	being	be	_	VBG	_	4	auxpass	4:auxpass	U

# Vegetables are being sliced by a man . 
2	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U
3	being	be	_	VBG	_	4	auxpass	4:auxpass	U

# Video games of two playing boys are on a couch . 
5	playing	play	_	VBG	_	6	amod	6:amod	U
6	boys	boy	_	NNS	Number=Plur	2	nmod	2:nmod:of	U

# Water is being drunk by a soccer player sitting on the field . 
2	is	be	_	VBZ	Person=3|Tense=Pres	4	aux	4:aux	U
3	being	be	_	VBG	_	4	cop	4:cop	U
8	player	player	_	NN	Number=Sing	4	nmod	4:nmod:by	U

# Water is being squirted by a man into the mouth of a white dog with a squirt gun . 
2	is	be	_	VBZ	Person=3|Tense=Pres	4	aux	4:aux	U
3	being	be	_	VBG	_	4	auxpass	4:auxpass	U
13	white	white	_	JJ	_	14	amod	14:amod	U

# Weights are being lifted by the man . 
2	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U
3	being	be	_	VBG	_	4	auxpass	4:auxpass	U

# Women are not wearing bunny ears and race numbers and are not pointing at something in the distance . 
2	are	be	_	VBP	Tense=Pres	4	aux	4:aux	U
4	wearing	wear	_	VBG	_	0	root	_	U
11	are	be	_	VBP	Tense=Pres	13	aux	4:aux	U
13	pointing	point	_	VBG	_	4	conj	4:conj:and	U

# Women are sawing logs . 
2	are	be	_	VBP	Tense=Pres	3	aux	3:aux	U

# Women are wearing bunny ears and race numbers and are curiously pointing at something in the distance . 
1	Women	woman	_	NNS	Number=Plur	3	nsubj	3:nsubj|12:nsubj	U
3	wearing	wear	_	VBG	_	0	root	_	U
10	are	be	_	VBP	Tense=Pres	12	aux	12:aux	U
11	curiously	curiously	_	RB	_	12	advmod	12:advmod	U
12	pointing	point	_	VBG	_	3	conj	3:conj:and	U

# Women are wearing bunny ears and race numbers and are pointing at something in the distance . 
1	Women	woman	_	NNS	Number=Plur	3	nsubj	3:nsubj|11:nsubj	U
3	wearing	wear	_	VBG	_	0	root	_	U
10	are	be	_	VBP	Tense=Pres	11	aux	11:aux	U
11	pointing	point	_	VBG	_	3	conj	3:conj:and	U

# Young men are dancing in front of some people .
2	men	man	_	NNS	Number=Plur	4	nsubj	4:nsubj	U
4	dancing	dance	_	VBG	_	0	root	_	U

