pair_ID,sentence
362,A soccer ball is rolling into a goal net
363,A soccer ball is not rolling into a goal net
363,A soccer ball is rolling into a goal net
364,A person who plays soccer is kicking a ball into the goal
364,A soccer player is kicking a ball into the goal
365,A soccer player is kicking a ball out of the goal
365,A soccer player is kicking a ball into the goal
366,A person who plays soccer is kicking a ball into the goal
366,A soccer ball is rolling into a goal net
367,A soccer ball is rolling into a goal net
367,A soccer player is kicking a ball out of the goal
368,A dirty soccer ball is rolling into a goal net
368,A soccer player is kicking a ball into the goal
369,A soccer player is kicking a ball into the goal
369,A soccer ball is not rolling into a goal net
370,A soccer ball is rolling into a goal net
370,A soccer player is kicking a ball into the goal
371,A man is resting on a chair and rubbing his eyes
371,A man is sitting on a chair and rubbing his eyes
372,A man is sitting on a chair and rubbing his eyes
372,There is no man sitting on a chair and rubbing his eyes
373,A man with tattoos is lounging on a couch and holding a pencil
373,A tattooed man is on a sofa and is holding a pencil
374,A man with tattoos is lounging on a couch and holding a pencil
374,A man with tattoos is lounging on a couch and is looking for a pencil
375,A man with tattoos is holding a couch with a pencil
375,A man with tattoos is lounging on a couch and holding a pencil
376,A man is sitting on a chair and rubbing his eyes
376,A tattooed man is on a sofa and is holding a pencil
377,A man is sitting on a chair and rubbing his eyes
377,A man with tattoos is lounging on a couch and is looking for a pencil
378,A man with tattoos is holding a couch with a pencil
378,A man is sitting on a chair and rubbing his eyes
379,A man is resting on a chair and rubbing his eyes
379,A man with tattoos is lounging on a couch and holding a pencil
380,A man with tattoos is lounging on a couch and holding a pencil
380,There is no man sitting on a chair and rubbing his eyes
381,A man with tattoos is lounging on a couch and holding a pencil
381,A man is sitting on a chair and rubbing his eyes
382,A brown and white dog is running through the tall grass
382,A brown and white dog is moving through the wild grass
383,A brown and white dog is resting in the grass
383,A brown and white dog is running through the tall grass
384,A white and tan dog is running through the tall and green grass
384,A white and tan dog is running through a field
385,A black and tan dog is running through the low and green grass
385,A white and tan dog is running through the tall and green grass
386,A white and tan dog is running through a field
386,A brown and white dog is running through the tall grass
387,A brown and white dog is running through the tall grass
387,A black and tan dog is running through the low and green grass
388,A brown and white dog is moving through the wild grass
388,A white and tan dog is running through the tall and green grass
389,A white and tan dog is running through the tall and green grass
389,A brown and white dog is resting in the grass
390,A white and tan dog is running through the tall and green grass
390,A brown and white dog is running through the tall grass
391,A man with paint covered clothes is sitting outside in a busy area writing something
391,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something
392,There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something
392,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something
393,A sitting man is busy writing something in an area covered by paint
393,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something
394,A man is sitting near a bike and is writing a note
394,A man is standing near a bike and is writing on a piece paper
395,A man is sitting near a bike and is writing a note
395,There is no man writing a note near a bike
396,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something
