pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set,[sentence_A, sentence_B]
1002	There is no boy standing in front of the blue building in the space reserved for handicapped people	A boy is standing in front of the blue building in the space reserved for handicapped people	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	An African American boy stands in front of a blue building in the handicapped space.	An African American boy stands in front of a blue building in the handicapped space.	FLICKR	FLICKR	TRAIN,[There, no]
1008	The Jockeys are riding horses on the field, which is completely green	The Jockeys are racing horses on the field, which is completely green	ENTAILMENT	4.7	A_entails_B	B_entails_A	Jockeys are racing their horses on the green field.	Jockeys are racing their horses on the green field.	FLICKR	FLICKR	TRAIN,[riding, racing]
1022	A woman is wearing sunglasses of large size and is holding newspapers in both hands	There is no woman wearing sunglasses of large size and holding newspapers in both hands	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A woman wearing large sunglasses holds newspapers in both hands.	A woman wearing large sunglasses holds newspapers in both hands.	FLICKR	FLICKR	TRAIN,[There, no]
1036	The snowboarder isn't leaping over white snow	The snowboarder is leaping over white snow	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A snowboarder launches into the air over white snow	A snowboarder launches into the air over white snow	FLICKR	FLICKR	TEST,[isn't, is]
1058	The person is riding a motorbike on a sandy track	The person is riding a motorbike on a track on the sand	ENTAILMENT	4.9	A_entails_B	B_entails_A	A person riding the number 157 dirt bike on a sandy track.	A person riding the number 157 dirt bike on a sandy track.	FLICKR	FLICKR	TEST,[sandy, sand]
1059	The person isn't riding a motorbike on a sandy track	The person is riding a motorbike on a sandy track	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A person riding the number 157 dirt bike on a sandy track.	A person riding the number 157 dirt bike on a sandy track.	FLICKR	FLICKR	TEST,[isn't, is]
1061	A man is riding a motorbike in the event related to motocross	A person is riding a motorbike in the event related to motocross	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A person rides a motorbike in a motorcrossing event.	A person rides a motorbike in a motorcrossing event.	FLICKR	FLICKR	TRAIN,[man, person]
1062	A person is riding a motorbike in the event related to motocross	There is no person riding a motorbike in the event related to motocross	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A person rides a motorbike in a motorcrossing event.	A person rides a motorbike in a motorcrossing event.	FLICKR	FLICKR	TEST,[There, no]
1074	The young girl with a pink shirt is peacefully lying on the grass	The young girl with a pink shirt isn't peacefully lying on the grass	CONTRADICTION	4.5	A_contradicts_B	B_contradicts_A	A close-up of a young girl with a pink shirt laying on grass.	A close-up of a young girl with a pink shirt laying on grass.	FLICKR	FLICKR	TRAIN,[is, isn't]
1082	A dog of large size is running on the grass with a tennis ball in its mouth	A large dog is running on the grass with a tennis ball in its mouth	ENTAILMENT	4.7	A_entails_B	B_entails_A	A large dog running on grass with a tennis ball in his mouth.	A large dog running on grass with a tennis ball in his mouth.	FLICKR	FLICKR	TRAIN,[of, size]
1083	There is no large dog running on the grass with a tennis ball in its mouth	A large dog is running on the grass with a tennis ball in its mouth	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A large dog running on grass with a tennis ball in his mouth.	A large dog running on grass with a tennis ball in his mouth.	FLICKR	FLICKR	TRAIN,[There, no]
1099	There is no woman riding a horse	A woman is riding a horse	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	A woman is riding a horse.	A woman is riding a horse.	SEMEVAL	SEMEVAL	TRAIN,[There, no]
1110	There is no man singing and playing the guitar	A man is singing and playing the guitar	CONTRADICTION	2.6	A_contradicts_B	B_contradicts_A	A man is playing the guitar and singing.	A man is playing the guitar and singing.	SEMEVAL	SEMEVAL	TEST,[There, no]
1122	There is no dog riding a skateboard	A dog is riding a skateboard	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A dog is riding a skateboard.	A dog rides a skateboard.	SEMEVAL	SEMEVAL	TRAIN,[There, no]
1126	A sea turtle is hunting for fish	A sea turtle is hunting for food	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A sea turtle is hunting for fish.	A sea turtle is hunting for fish.	SEMEVAL	SEMEVAL	TEST,[fish, food]
1130	The turtle is following the fish	The turtle isn't following the fish	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	The turtle followed the fish.	The turtle followed the fish.	SEMEVAL	SEMEVAL	TEST,[is, isn't]
1140	There is no man driving the car	A man is driving a car	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A man is driving a car.	A man is driving a car.	SEMEVAL	SEMEVAL	TEST,[There, no]
1141	A woman is dipping a prawn in batter	A woman is dipping a shrimp in batter	ENTAILMENT	4.4	A_entails_B	B_entails_A	A woman dips a shrimp in batter.	A woman dips a shrimp in batter.	SEMEVAL	SEMEVAL	TEST,[prawn, shrimp]
1142	There is no woman dipping a shrimp in batter	A woman is dipping a shrimp in batter	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A woman dips a shrimp in batter.	A woman dips a shrimp in batter.	SEMEVAL	SEMEVAL	TEST,[There, no]
1148	A man is playing a guitar under a windows	A man is playing a guitar	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man is playing a guitar.	A man is playing a guitar.	SEMEVAL	SEMEVAL	TEST,[under, windows]
1149	There is no man playing a guitar	A man is playing a guitar	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	A man is playing a guitar.	A man is playing a guitar.	SEMEVAL	SEMEVAL	TRAIN,[There, no]
1150	A man is playing a piano at a concert	A man is playing a piano	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man is playing a piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST,[at, concert]
1151	A man is playing a piano	There is no man playing a piano	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A man is playing a piano.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST,[There, no]
1156	A man is playing a piano	A man is playing a guitar	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A man is playing a guitar.	A man is playing a piano.	SEMEVAL	SEMEVAL	TEST,[piano, guitar]
1159	A woman is cracking some eggs into a bowl	A woman is cracking some eggs into a container	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A woman is cracking three eggs into a bowl.	A woman is cracking three eggs into a bowl.	SEMEVAL	SEMEVAL	TEST,[bowl, container]
1160	A woman is cracking some eggs into a bowl	A woman is cracking some eggs outside a bowl	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A woman is cracking three eggs into a bowl.	A woman is cracking three eggs into a bowl.	SEMEVAL	SEMEVAL	TEST,[into, outside]
1167	There is no woman slicing a carrot	A woman is slicing a carrot	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A woman is slicing carrot.	A woman is slicing carrot.	SEMEVAL	SEMEVAL	TRAIN,[There, no]
1169	There is no woman slicing a potato	A woman is slicing a potato	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A woman is slicing a potato.	A woman is slicing a potato.	SEMEVAL	SEMEVAL	TRAIN,[There, no]
1174	A woman is slicing a potato	A woman is slicing a carrot	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A woman is slicing carrot.	A woman is slicing a potato.	SEMEVAL	SEMEVAL	TEST,[potato, carrot]
1177	A woman is combing her hair	A woman is arranging her hair	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A woman is combing her hair.	A woman is combing her hair.	SEMEVAL	SEMEVAL	TRIAL,[combing, arranging]
1178	A woman is combing her hair	There is no woman combing her hair	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A woman is combing her hair.	A woman is combing her hair.	SEMEVAL	SEMEVAL	TRIAL,[There, no]
1184	A man and a woman are hiking through a wooded area	A man and a woman are walking through a wooded area	ENTAILMENT	4.5	A_entails_B	B_entails_A	A man and woman are walking arm in arm through a wooded area.	A man and woman are walking arm in arm through a wooded area.	SEMEVAL	SEMEVAL	TRAIN,[hiking, walking]
1185	A man and a woman are walking through a desert area	A man and a woman are walking through a wooded area	NEUTRAL	3.6	A_contradicts_B	B_neutral_A	A man and woman are walking arm in arm through a wooded area.	A man and woman are walking arm in arm through a wooded area.	SEMEVAL	SEMEVAL	TEST,[desert, wooded]
1187	A man and a woman are walking together through the woods	A man and a woman are walking together through the city	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A man and woman are walking together through the woods.	A man and woman are walking together through the woods.	SEMEVAL	SEMEVAL	TEST,[woods, city]
1194	A man is speaking on a podium	There is no man speaking on a podium	CONTRADICTION	3	A_contradicts_B	B_contradicts_A	A man is speaking at a podium.	A man is speaking at a podium.	SEMEVAL	SEMEVAL	TRAIN,[There, no]
1195	A man is speaking on a podium	A podium is where a man is speaking	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is speaking at a podium.	A man is speaking at a podium.	SEMEVAL	SEMEVAL	TRAIN,[on, where]
1197	A man is speaking on a stage	There is no man speaking on a stage	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A man is speaking on a stage.	A man is speaking on a stage.	SEMEVAL	SEMEVAL	TEST,[There, no]
1198	A man is speaking about the stage	A man is speaking on a stage	NEUTRAL	3.565	A_neutral_B	B_neutral_A	A man is speaking on a stage.	A man is speaking on a stage.	SEMEVAL	SEMEVAL	TEST,[about, on]
1205	A man is speaking on a stage	A man is speaking on a podium	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A man is speaking at a podium.	A man is speaking on a stage.	SEMEVAL	SEMEVAL	TRAIN,[stage, podium]
1215	A monkey is wading through a marsh	A monkey is wading through a river	NEUTRAL	4	A_neutral_B	B_neutral_A	A monkey is wading across a marsh.	A monkey is wading across a marsh.	SEMEVAL	SEMEVAL	TRAIN,[marsh, river]
1216	There is no monkey wading through a marsh	A monkey is wading through a marsh	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A monkey is wading across a marsh.	A monkey is wading across a marsh.	SEMEVAL	SEMEVAL	TEST,[There, no]
1224	A man is slicing a bun	A man is cutting a bun	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is slicing a bun.	A man is slicing a bun.	SEMEVAL	SEMEVAL	TEST,[slicing, cutting]
1225	A man is slicing a bun	There is no man slicing a bun	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A man is slicing a bun.	A man is slicing a bun.	SEMEVAL	SEMEVAL	TEST,[There, no]
1227	A man is slicing a tomato	There is no man slicing a tomato	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A man is slicing a tomato.	A man is slicing a tomato.	SEMEVAL	SEMEVAL	TRAIN,[There, no]
1232	A man is slicing a bun	A man is slicing a tomato	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A man is slicing a tomato.	A man is slicing a bun.	SEMEVAL	SEMEVAL	TRIAL,[bun, tomato]
1234	A woman is dancing and singing in the rain	There is no woman dancing and singing in the rain	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A woman is dancing and singing in the rain.	A woman is dancing and singing in the rain.	SEMEVAL	SEMEVAL	TEST,[There, no]
1243	A woman is peeling a potato	There is no woman peeling a potato	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	A woman is peeling a potato.	A woman is peeling a potato.	SEMEVAL	SEMEVAL	TEST,[There, no]
1245	A woman is slicing a tomato	There is no woman slicing a tomato	CONTRADICTION	3.065	A_contradicts_B	B_contradicts_A	A woman is slicing a tomato.	A woman is slicing a tomato.	SEMEVAL	SEMEVAL	TEST,[There, no]
1251	A woman is amalgamating eggs	A woman is mixing eggs	ENTAILMENT	4.5	A_entails_B	B_entails_A	A woman is mixing eggs.	A woman is mixing eggs.	SEMEVAL	SEMEVAL	TRAIN,[amalgamating, mixing]
1252	There is no woman mixing eggs	A woman is mixing eggs	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	A woman is mixing eggs.	A woman is mixing eggs.	SEMEVAL	SEMEVAL	TEST,[There, no]
1254	The woman is eating	The woman is drinking	NEUTRAL	3.4	A_neutral_B	B_neutral_A	The woman is eating.	The woman is eating.	SEMEVAL	SEMEVAL	TEST,[eating, drinking]
1260	A band is performing on a stage	A band is playing on a stage	ENTAILMENT	4.9	A_entails_B	B_entails_A	A band is performing on a stage.	A band is performing on a stage.	SEMEVAL	SEMEVAL	TEST,[performing, playing]
1262	A band is performing onstage	A band is playing onstage	ENTAILMENT	4.9	A_entails_B	B_entails_A	A band is playing onstage.	A band is playing onstage.	SEMEVAL	SEMEVAL	TEST,[performing, playing]
1270	There is no man mixing	A man is mixing	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man is mixing.	A man is mixing.	SEMEVAL	SEMEVAL	TRAIN,[There, no]
1279	A man is sitting	A man is dancing	CONTRADICTION	2.7	A_contradicts_B	B_contradicts_A	A man is dancing.	A man is dancing.	SEMEVAL	SEMEVAL	TEST,[sitting, dancing]
1281	There is no man walking outside	A man is walking outside	CONTRADICTION	4.6	A_contradicts_B	B_contradicts_A	A man is walking outside.	A man is walking outside.	SEMEVAL	SEMEVAL	TEST,[There, no]
1288	There is no cat swinging on a fan	A cat is swinging on a fan	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A cat is swinging on a fan.	A cat is swinging on a fan.	SEMEVAL	SEMEVAL	TEST,[There, no]
1290	A cat is stuck on a moving ceiling fan	A cat is playing on a moving ceiling fan	NEUTRAL	4	A_neutral_B	B_neutral_A	A cat gets stuck on a moving ceiling fan.	A cat gets stuck on a moving ceiling fan.	SEMEVAL	SEMEVAL	TEST,[stuck, playing]
