Pair ID;sentence_A;sentence_B;entailment_AB;entailment_BA;Annotation;Comments;If ungrammatical, corrected into*;*(the annotation label concerns the grammatical sentence)
1420;Men are sawing logs;Some men are sawing;A_entails_B;B_neutral_A;correct: A entails B;sawing logs => sawing;;
1423;A woman is chopping a red onion;A woman is chopping an onion;A_entails_B;B_neutral_A;correct: A entails B;red onion => onion;;
1432;A man is playing a keyboard;A musician is playing a keyboard;A_entails_B;B_neutral_A;wrong: A should be neutral to B and B should entail A;man !=> musician;;
1439;A man is spitting on the ground;A man is spitting;A_entails_B;B_neutral_A;correct: A entails B;spitting on the ground => spitting;;
1441;A man is talking on the radio;A man is talking;A_entails_B;B_neutral_A;correct: A entails B;talking on the radio => talking;;
1450;A woman is slicing meat with a sharp knife;A woman is slicing meat with a knife;A_entails_B;B_neutral_A;correct: A entails B;sharp knife => knife;;
1457;A happy baby is laughing;A baby is laughing;A_entails_B;B_neutral_A;correct: A entails B;happy baby => baby;;
1459;A man is exercising;A man is doing physical activity;A_entails_B;B_neutral_A;wrong: B should entail A as well;exercise = physical activity;;
1466;Three men are jumping off a tall wall;Three men are jumping off a wall;A_entails_B;B_neutral_A;correct: A entails B;tall wall => wall;;
1468;Three young men are furiously running jumping and kicking near a vending machine;Three young men are running jumping and kicking near a vending machine;A_entails_B;B_neutral_A;correct: A entails B;furiously jumping => jumping;;
1475;A deer is jumping over a cyclone fence;A deer is jumping over a wall;A_entails_B;B_neutral_A;correct: A entails B;fence => wall;;
1477;The deer is jumping over the low fence;The deer is jumping over the fence;A_entails_B;B_neutral_A;correct: A entails B;low fence => fence;;
1483;A deer is jumping over a cyclone fence;The deer is jumping over the fence;A_entails_B;B_neutral_A;correct: A entails B;cyclone fence => fence;;
1493;A man is playing an electric guitar;A man is playing guitar;A_entails_B;B_neutral_A;correct: A entails B;electric guitar => guitar;;
1497;A man is strumming a guitar;A man is playing guitar;A_entails_B;B_neutral_A;correct: A entails B;strum => play;;
1499;A man is playing an electric guitar;A man is playing a guitar;A_entails_B;B_neutral_A;correct: A entails B;electric guitar => guitar;;
1502;Three boys in karate uniform are sparring;Three boys in karate costumes are fighting;A_entails_B;B_neutral_A;correct: A entails B;sparring = fighting;;
1504;Three men are practicing karate in a field;Three men are practicing karate outdoors;A_entails_B;B_neutral_A;correct: A entails B;in a field => outdoors;;
1511;Some women are holding each other in a circle and dancing;A few women are holding each other and dancing together;A_entails_B;B_neutral_A;correct: A entails B;some women => a few women, holding in a circle => holding;;
1520;A woman is cutting broccoli;A woman is slicing vegetables;A_entails_B;B_neutral_A;correct: A entails B;cut = slice, broccoli => vegetables;;
1529;A white horse is standing;A horse is standing;A_entails_B;B_neutral_A;correct: A entails B;white horse => horse;;
1531;A woman is cutting a white onion;A woman is cutting an onion;A_entails_B;B_neutral_A;correct: A entails B;white onion => onion;;
1547;Mimes are performing on a small stage;Mimes are performing on a stage;A_entails_B;B_neutral_A;correct: A entails B;small stage => stage;;
1549;The men are acting on a stage;The men are performing on stage;A_entails_B;B_neutral_A;correct: A entails B;acting = perfoming;;
1556;A man is carrying a tree;A man is carrying a plant;A_entails_B;B_neutral_A;correct: A entails B;tree => plant;;
1564;A man is picking up a tree;A man is carrying a tree;A_entails_B;B_neutral_A;correct: A entails B;picking up => carrying;;
1565;A man is passionately playing the guitar;A man is playing the guitar;A_entails_B;B_neutral_A;correct: A entails B;passionately playing => playing;;
1569;A person is stopping playing a trumpet ;A person is playing a trumpet;A_entails_B;B_neutral_A;wrong: A should be neutral to B;stopping playing !=> is playing;;
1582;A badger which is shrewd is digging the earth;The badger is burrowing a hole;A_entails_B;B_neutral_A;correct: A entails B;digging the earth => burrowing a hole;;
1584;A hole is being burrowed by the badger;A badger is shrewdly digging the earth;A_entails_B;B_neutral_A;correct: A entails B;burrowed = digging;;
1586;A badger is shrewdly digging the earth;The badger is burrowing a hole;A_entails_B;B_neutral_A;correct: A entails B;burrowing = digging;;
1593;The chef is carefully pouring some oil into a pan;Some liquid is being poured into a pan by a man;A_entails_B;B_neutral_A;correct: A entails B;oil => liquid, chef => man;;
1598;The man is cautiously operating a stenograph;The man is operating a stenograph;A_entails_B;B_neutral_A;correct: A entails B;cautiously operating => operating;;
1604;The man is typing on a machine used for stenography;The man is operating a stenograph;A_entails_B;B_neutral_A;B should entail A as well;machine used for sten = stenograph;;
1612;The man is carefully feeding a mouse to the snake;A snake is being fed a mouse by a man;A_entails_B;B_neutral_A;correct: A entails B;active--> passive, carefully feeding => feeding;;
1614;The man is cautiously feeding a mouse to the snake;One man is feeding a mouse to the snake;A_entails_B;B_neutral_A;correct: A entails B;cautisously feeding => feeding;;
1617;The man is cautiously feeding a mouse to the snake;A snake is being fed a mouse by a man;A_entails_B;B_neutral_A;correct: A entails B;cautisously feeding => feeding;;
1620;The man is austerely playing a piano;The man is playing a piano;A_entails_B;B_neutral_A;correct: A entails B;austerely playing => playing;;
1623;A guy is cheerfully playing with a footbag;The man isn't playing the piano;A_entails_B;B_neutral_A;correct: A entails B;completely different sentences;;
1627;A man is mixing a few ingredients in a bowl;Some ingredients are being mixed in a bowl by a person;A_entails_B;B_neutral_A;correct: A entails B;man => person, active/passive;;
1630;A woman is vigorously breaking two eggs in a bowl.;A woman is breaking two eggs in a bowl;A_entails_B;B_neutral_A;correct: A entails B;vigorously breaking => breaking;;
1640;The girl is recklessly jumping onto a car;The girl is recklessly jumping onto a vehicle;A_entails_B;B_neutral_A;correct: A entails B;car => vehicle;;
1645;A girl is on a jumping car;One girl is jumping on the car;A_entails_B;B_neutral_A;wrong: A should be neutral to B;different sentences;;
1652;The girl is recklessly jumping onto a car;One girl is jumping on the car;A_entails_B;B_neutral_A;correct: A entails B;recklessly jumping => jumping;;
1653;One woman is slowly peeling a potato;One woman is peeling a potato;A_entails_B;B_neutral_A;correct: A entails B;slowly peeling => peeling;;
1660;One woman is slowly peeling a potato;The potato is being peeled by a woman;A_entails_B;B_neutral_A;correct: A entails B;active-->passive, slowly peeling=>peeling;;
1666;A boat's sail is being reflected by the peaceful water;A boat is sailing peacefully over the water;A_entails_B;B_neutral_A;wrong: A should be neutral to B;different sentences;;
1677;The man is pouring oil on a few tomatoes;One person pours oil on a few tomatoes;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
1686;The man is pouring some oil on the tomatoes;One person pours oil on a few tomatoes;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
1689;The man is pouring oil on a few tomatoes;The man is pouring some oil on the tomatoes;A_entails_B;B_neutral_A;correct: A entails B;few tomatoes => the tomatoes;;
1693;A kitten is drinking fresh milk;A little cat is drinking fresh milk;A_entails_B;B_neutral_A;correct: A entails B;kitten => little cat;;
1696;A little cat is drinking fresh milk;The milk is being drunk by a cat;A_entails_B;B_neutral_A;correct: A entails B;little cat => cat, active-->passive;;
1702;A kitten is drinking fresh milk;The milk is being drunk by a cat;A_entails_B;B_neutral_A;correct: A entails B;kitten => cat;;
1723;A man is recklessly riding a horse;A person is recklessly riding a horse;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
1750;One man is turning on the microwave;The buttons of a microwave are being pushed by a man;A_entails_B;B_neutral_A;correct: A entails B;turn on => buttons are pushed;;
1753;One man is turning on the microwave;A man is pushing the buttons of a microwave;A_entails_B;B_neutral_A;correct: A entails B;turn on => buttons are pushed;;
1754;A flute is being played in a lovely way by a girl;A flute is being played by a girl;A_entails_B;B_neutral_A;correct: A entails B;played in a lovely way => played;;
1757;One woman is practicing with a flute;One woman is playing a flute;A_entails_B;B_neutral_A;correct: A entails B;practicing flute = playing;;
1761;A flute is being played in a lovely way by a girl;One woman is playing a flute;A_entails_B;B_neutral_A;correct: A entails B;girl => woman, played in a lovely way => played;;
1768;A piano is being played by a man;A piano is being played by a person;A_entails_B;B_neutral_A;correct: A entails B;man => person;;
1771;A boy is happily playing the piano;A piano is being played by a person;A_entails_B;B_neutral_A;correct: A entails B;boy => person, happily playing => playing;;
1778;A cheetah is breathlessly chasing its prey across a field;A cheetah is chasing its prey across a field;A_entails_B;B_neutral_A;correct: A entails B;breathlessly chasing => chasing;;
1786;A cheetah is breathlessly chasing its prey across a field;A cheetah is quickly running behind its prey.;A_entails_B;B_neutral_A;correct: A entails B;breathlessly = quickly, chase=run behind;;
1792;A lion is slowly walking;A lion is slowly moving around;A_entails_B;B_neutral_A;correct: A entails B;walk = move around;;
1798;The lion is pacing tiredly in the pen;A lion is slowly walking;A_entails_B;B_neutral_A;correct: A entails B;pacing tiredly = slowly walking, pacing in the pen => pacing;;
